,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,128.0,19.0,0.7414965986394558,1.2223667835728023,20.0,85.14335,42.05734,20.0,980.0,1151.0,2.0,3.0,7.0
1,321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,48.0,3.0,0.8823529411764706,0.4245837414299706,26.0,85.31915,44.52766,26.0,401.0,470.0,2.0,4.0,7.0
2,2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,53.0,21.0,0.43243243243243246,0.6137637301053576,15.0,79.64377,37.857508,15.0,626.0,786.0,2.0,4.0,6.0
3,4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,93.0,21.0,0.631578947368421,0.9470922606034106,20.0,81.05148,40.420592,20.0,740.0,913.0,2.0,8.0,7.0
4,432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,93.0,21.0,0.631578947368421,0.9470922606034106,20.0,81.05148,40.420592,20.0,740.0,913.0,2.0,8.0,7.0
5,2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,61.0,7.0,0.7941176470588235,0.5656961096158551,18.0,80.66914,39.467656000000005,18.0,651.0,807.0,2.0,6.0,7.0
6,3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,61.0,15.0,0.6052631578947368,0.6312568306010929,22.0,81.01266,41.205064,22.0,640.0,790.0,2.0,2.0,7.0
7,3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,109.0,4.0,0.9292035398230089,0.9411114386792453,18.0,79.83943,39.135772,18.0,895.0,1121.0,2.0,6.0,7.0
8,4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,50.0,3.0,0.8867924528301887,0.4412503927112787,23.0,78.53535,40.61414,23.0,311.0,396.0,2.0,1.0,7.0
9,4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,38.0,36.0,0.02702702702702703,0.6117068811438785,20.0,82.16645,40.86658,20.0,622.0,757.0,2.0,7.0,7.0
10,5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,17.0,9.0,0.3076923076923077,0.2154238368387508,17.0,74.1573,36.462920000000004,17.0,264.0,356.0,2.0,6.0,6.0
11,5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,72.0,15.0,0.6551724137931034,0.7229226361031519,21.0,77.5641,39.42564,21.0,726.0,936.0,2.0,8.0,6.0
12,6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,38.0,2.0,0.9,0.33305578684429643,25.0,76.53277,40.613108000000004,25.0,362.0,473.0,2.0,2.0,7.0
13,6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,36.0,15.0,0.4117647058823529,0.42292682926829267,25.0,70.06536,38.026144,25.0,536.0,765.0,2.0,7.0,6.0
14,7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,44.0,16.0,0.4666666666666667,0.497787610619469,19.0,75.90711,37.962844000000004,19.0,523.0,689.0,2.0,3.0,6.0
15,7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,60.0,23.0,0.4457831325301205,0.6884869078552869,24.0,71.1236,38.04944,24.0,633.0,890.0,2.0,27.0,6.0
16,7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,56.0,17.0,0.5342465753424658,0.6059813509210825,23.0,77.77778,40.31111200000001,23.0,630.0,810.0,2.0,10.0,7.0
17,8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,89.0,27.0,0.5344827586206896,0.9629311578646056,23.0,82.22566,42.090264000000005,23.0,1064.0,1294.0,2.0,1.0,7.0
18,8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,83.0,35.0,0.4067796610169492,0.9784961349262122,18.0,70.63158,35.452632,18.0,671.0,950.0,2.0,8.0,6.0
19,9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,73.0,34.0,0.3644859813084112,0.8869693213511001,20.0,82.44406,40.977624,20.0,958.0,1162.0,2.0,3.0,7.0
20,9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,98.0,23.0,0.6198347107438017,1.0051489770698887,17.0,75.77757,37.111028,17.0,804.0,1061.0,2.0,19.0,6.0
21,10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,92.0,28.0,0.5333333333333333,0.996126175982291,20.0,72.85106,37.140424,20.0,856.0,1175.0,2.0,14.0,6.0
22,10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,73.0,18.0,0.6043956043956044,0.7558415480102227,22.0,73.36449,38.145796000000004,22.0,628.0,856.0,2.0,19.0,6.0
23,11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,32.0,8.0,0.6,0.33222591362126247,15.0,72.8988,35.15952,15.0,425.0,583.0,2.0,8.0,6.0
24,11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,3.0,0.0,1.0,0.025,27.0,75.73529,41.09411600000001,27.0,103.0,136.0,2.0,1.0,7.0
25,12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43.0,14.0,0.5087719298245614,0.4730634828188701,20.0,70.84871,36.339484,20.0,384.0,542.0,2.0,1.0,6.0
26,12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,112.0,34.0,0.5342465753424658,1.211962701842165,25.0,77.73801,41.095204,25.0,1086.0,1397.0,2.0,9.0,6.0
27,13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,84.0,63.0,0.14285714285714285,1.2163120567375887,18.0,75.09667,37.238668000000004,18.0,971.0,1293.0,2.0,0.0,6.0
28,13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,56.0,21.0,0.45454545454545453,0.638763197586727,21.0,80.26474,40.50589600000001,21.0,667.0,831.0,2.0,9.0,7.0
29,13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,68.0,21.0,0.5280898876404494,0.7387614251072561,15.0,72.61905,35.04762,15.0,671.0,924.0,2.0,7.0,6.0
30,14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,81.0,20.0,0.6039603960396039,0.8388980263157895,21.0,72.16295,37.26518,21.0,744.0,1031.0,2.0,30.0,6.0
31,14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,94.0,18.0,0.6785714285714286,0.9308400118729594,18.0,74.62687,37.050748,18.0,800.0,1072.0,2.0,10.0,6.0
32,15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,28.0,1.0,0.9310344827586207,0.2415278575531304,25.0,78.04878,41.219512,25.0,352.0,451.0,2.0,1.0,7.0
33,15824.2,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,102.0,36.0,0.4782608695652174,1.145021645021645,141.0,72.25691,85.30276400000001,141.0,810.0,1121.0,2.0,16.0,6.0
34,16286.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,45.0,1.0,0.9565217391304348,0.3831944947482796,17.0,75.90988,37.163952,17.0,438.0,577.0,2.0,1.0,6.0
35,16747.8,https://insights.blackcoffer.com/evolution-of-advertising-industry/,29.0,4.0,0.7575757575757576,0.274445564516129,19.0,76.09075,38.036300000000004,19.0,436.0,573.0,2.0,1.0,7.0
36,17209.6,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,9.0,3.0,0.5,0.0995850622406639,28.0,76.69492,41.877968,28.0,181.0,236.0,2.0,3.0,7.0
37,17671.4,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,3.0,0.0,1.0,0.025,27.0,75.73529,41.09411600000001,27.0,103.0,136.0,2.0,1.0,7.0
38,18133.2,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,43.0,48.0,-0.054945054945054944,0.7517247639796659,24.0,78.20928,40.883712,24.0,725.0,927.0,2.0,3.0,6.0
39,18595.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,23.0,6.0,0.5862068965517241,0.24083619702176404,24.0,73.54015,39.01606,24.0,403.0,548.0,2.0,5.0,6.0
40,19056.8,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,110.0,37.0,0.4965986394557823,1.2198825787512702,17.0,77.3913,37.75652,17.0,890.0,1150.0,2.0,11.0,6.0
41,19518.6,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,42.0,1.0,0.9534883720930233,0.35819449825648975,16.0,71.73077,35.092308,16.0,373.0,520.0,2.0,5.0,6.0
42,19980.4,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,18.0,0.0,1.0,0.15,23.0,78.43137,40.572548000000005,23.0,280.0,357.0,2.0,1.0,6.0
43,20442.2,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,37.0,6.0,0.7209302325581395,0.3575019334880124,23.0,69.83607,37.13442800000001,23.0,426.0,610.0,2.0,5.0,6.0
44,20904.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,22.0,4.0,0.6923076923076923,0.21611253196930946,24.0,78.77358,41.109432,24.0,334.0,424.0,2.0,2.0,7.0
45,21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,27.0,4.0,0.7419354838709677,0.25777896995708155,16.0,75.97598,36.790392000000004,16.0,253.0,333.0,2.0,1.0,7.0
46,21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,10.0,0.0,1.0,0.08333333333333333,20.0,77.87611,39.150444,20.0,176.0,226.0,2.0,2.0,7.0
47,22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,52.0,36.0,0.18181818181818182,0.7283671933784801,16.0,74.61407,36.245628,16.0,435.0,583.0,2.0,19.0,6.0
48,22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,19.0,2.0,0.8095238095238095,0.17472266244057053,22.0,74.16667,38.466668,22.0,178.0,240.0,2.0,2.0,6.0
49,23213.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,44.0,10.0,0.6296296296296297,0.44861538461538464,19.0,80.39568,39.758272000000005,19.0,447.0,556.0,2.0,1.0,7.0
50,23674.8,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10.0,11.0,-0.047619047619047616,0.17348544453186468,21.0,71.42857,36.971427999999996,21.0,150.0,210.0,2.0,4.0,6.0
51,24136.6,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,15.0,16.0,-0.03225806451612903,0.2561300639658849,20.0,74.45483,37.781932000000005,20.0,239.0,321.0,2.0,7.0,6.0
52,24598.4,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,46.0,29.0,0.22666666666666666,0.620998012806359,23.0,81.11888,41.647552000000005,23.0,928.0,1144.0,2.0,15.0,7.0
53,25060.2,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,85.0,23.0,0.5740740740740741,0.8968168537598031,25.0,74.4382,39.77528,25.0,795.0,1068.0,2.0,20.0,6.0
54,25522.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,53.0,20.0,0.4520547945205479,0.6055681818181818,18.0,70.87858,35.551432,18.0,718.0,1013.0,2.0,17.0,6.0
55,25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,45.0,7.0,0.7307692307692307,0.43236328749600256,13.0,70.60998,33.443992,13.0,382.0,541.0,2.0,2.0,6.0
56,26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,52.0,7.0,0.7627118644067796,0.4906963631237666,22.0,71.92982,37.57192800000001,22.0,615.0,855.0,2.0,4.0,6.0
57,26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,41.0,6.0,0.7446808510638298,0.3908351026185421,29.0,73.33333,40.93333200000001,29.0,286.0,390.0,2.0,8.0,6.0
58,27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,80.0,13.0,0.7204301075268817,0.773198641158591,22.0,78.07971,40.031884000000005,22.0,862.0,1104.0,2.0,9.0,6.0
59,27831.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,70.0,66.0,0.029411764705882353,1.1242402139557501,13.0,73.11669,34.446676000000004,13.0,495.0,677.0,2.0,8.0,6.0
60,28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,57.0,19.0,0.5,0.6307053941908713,15.0,68.06495,33.22598,15.0,503.0,739.0,2.0,6.0,6.0
61,28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,60.0,44.0,0.15384615384615385,0.8605983450031828,22.0,67.74629,35.898516,22.0,502.0,741.0,2.0,4.0,6.0
62,29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,51.0,19.0,0.45714285714285713,0.5807063285138658,17.0,75.48139,36.992556,17.0,588.0,779.0,2.0,10.0,6.0
63,29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,72.0,68.0,0.02857142857142857,1.1572980632971186,14.0,73.2659,34.90636,14.0,507.0,692.0,2.0,9.0,6.0
64,30140.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,34.0,18.0,0.3076923076923077,0.4308476736775016,21.0,68.42105,35.76842,21.0,351.0,513.0,2.0,6.0,6.0
65,30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,16.0,6.0,0.45454545454545453,0.18250377073906485,29.0,75.67568,41.870272,29.0,224.0,296.0,2.0,0.0,6.0
66,31063.6,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,44.0,16.0,0.4666666666666667,0.497787610619469,30.0,76.93632,42.774528000000004,30.0,447.0,581.0,2.0,1.0,7.0
67,31525.4,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,33.0,43.0,-0.13157894736842105,0.6274169020204214,21.0,73.88759,37.955036,21.0,631.0,854.0,2.0,7.0,6.0
68,31987.2,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,117.0,121.0,-0.01680672268907563,1.9666689813207414,14.0,61.52932,30.211728,14.0,1553.0,2524.0,1.0,3.0,5.0
69,32449.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,62.0,25.0,0.42528735632183906,0.7215443279313632,21.0,79.16667,40.066668,21.0,874.0,1104.0,2.0,8.0,6.0
70,32910.8,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,63.0,47.0,0.14545454545454545,0.9101850458853618,23.0,79.36803,40.94721200000001,23.0,854.0,1076.0,2.0,1.0,7.0
71,33372.6,https://insights.blackcoffer.com/human-rights-outlook/,8.0,0.0,1.0,0.06666666666666667,26.0,73.55769,39.823076,26.0,153.0,208.0,2.0,2.0,7.0
72,33834.4,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,46.0,3.0,0.8775510204081632,0.40791709140332993,22.0,73.1746,38.06984,22.0,461.0,630.0,2.0,2.0,6.0
73,34296.2,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,63.0,31.0,0.3404255319148936,0.7790513137012872,15.0,73.01732,35.206928,15.0,801.0,1097.0,2.0,6.0,6.0
74,34758.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,93.0,13.0,0.7547169811320755,0.8815314608504629,18.0,72.8,36.32,18.0,819.0,1125.0,2.0,6.0,6.0
75,35219.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,45.0,23.0,0.3235294117647059,0.5634901291737753,23.0,72.67974,38.271896,23.0,556.0,765.0,2.0,3.0,6.0
76,35681.6,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,43.0,54.0,-0.1134020618556701,0.8009022812393599,24.0,76.69983,40.279932,24.0,925.0,1206.0,2.0,2.0,6.0
77,36143.4,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,40.0,42.0,-0.024390243902439025,0.6775493752519145,19.0,76.21083,38.084332,19.0,535.0,702.0,2.0,5.0,6.0
78,36605.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,60.0,37.0,0.23711340206185566,0.8032269079733652,17.0,74.90494,36.761976,17.0,591.0,789.0,2.0,38.0,6.0
79,37067.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,44.0,21.0,0.35384615384615387,0.5387656210150472,27.0,73.5443,40.21772000000001,27.0,581.0,790.0,2.0,12.0,6.0
80,37528.8,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,38.0,40.0,-0.02564102564102564,0.6444915254237288,18.0,69.03441,34.813764,18.0,622.0,901.0,2.0,2.0,6.0
81,37990.6,https://insights.blackcoffer.com/travel-and-tourism-outlook/,9.0,2.0,0.6363636363636364,0.09138972809667674,24.0,71.48936,38.195744000000005,24.0,168.0,235.0,2.0,2.0,6.0
82,38452.4,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,45.0,44.0,0.011235955056179775,0.7356054977711739,19.0,73.16754,36.867016,19.0,559.0,764.0,2.0,14.0,6.0
83,38914.2,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,20.0,23.0,-0.06976744186046512,0.3551671148674606,18.0,74.32432,36.929728000000004,18.0,385.0,518.0,2.0,4.0,6.0
84,39376.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,40.0,57.0,-0.17525773195876287,0.8004934490386252,22.0,78.71287,40.285148,22.0,636.0,808.0,2.0,4.0,6.0
85,39837.8,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,42.0,37.0,0.06329113924050633,0.6532342474356291,28.0,69.80609,39.122436,28.0,504.0,722.0,2.0,7.0,6.0
86,40299.6,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5.0,0.0,1.0,0.041666666666666664,31.0,72.19731,41.278924,31.0,161.0,223.0,2.0,0.0,7.0
87,40761.4,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,34.0,8.0,0.6190476190476191,0.34889240506329117,19.0,73.77778,37.111112000000006,19.0,332.0,450.0,2.0,4.0,6.0
88,41223.2,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,41.0,44.0,-0.03529411764705882,0.7022744945567652,28.0,78.07808,42.431232,28.0,520.0,666.0,2.0,1.0,7.0
89,41685.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,31.0,16.0,0.3191489361702128,0.3894569816643159,24.0,69.59184,37.436736,24.0,341.0,490.0,2.0,40.0,6.0
90,42146.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,20.0,41.0,-0.3442622950819672,0.5027019724398811,21.0,76.0582,38.823280000000004,21.0,575.0,756.0,2.0,2.0,6.0
91,42608.6,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,32.0,41.0,-0.1232876712328767,0.6026916987106989,21.0,81.50782,41.003128000000004,21.0,573.0,703.0,2.0,1.0,7.0
92,43070.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,43.0,37.0,0.075,0.66156708703742,20.0,76.36122,38.544488,20.0,575.0,753.0,2.0,4.0,7.0
93,43532.2,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,35.0,26.0,0.14754098360655737,0.5047476939772111,23.0,75.08306,39.23322400000001,23.0,452.0,602.0,2.0,8.0,6.0
94,43994.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,74.0,54.0,0.15625,1.0592190328419964,21.0,72.55092,37.420368,21.0,748.0,1031.0,2.0,5.0,6.0
95,44455.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,53.0,35.0,0.20454545454545456,0.7285042333019756,22.0,72.21207,37.684828,22.0,790.0,1094.0,2.0,7.0,6.0
96,44917.6,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28.0,32.0,-0.06666666666666667,0.4955947136563877,37.0,62.10692,39.642768000000004,37.0,395.0,636.0,2.0,44.0,5.0
97,45379.4,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,66.0,64.0,0.015384615384615385,1.0745167853509665,23.0,72.5523,38.22092,23.0,867.0,1195.0,2.0,13.0,6.0
98,45841.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,58.0,40.0,0.1836734693877551,0.8111486486486487,17.0,70.11349,34.845396,17.0,556.0,793.0,2.0,8.0,6.0
99,46303.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,12.0,10.0,0.09090909090909091,0.18195488721804512,20.0,74.49275,37.7971,20.0,257.0,345.0,2.0,2.0,7.0
100,46764.8,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,72.0,86.0,-0.08860759493670886,1.3048296048505124,22.0,72.01069,37.604276,22.0,1078.0,1497.0,2.0,2.0,6.0
101,47226.6,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,84.0,55.0,0.20863309352517986,1.1507444907683144,25.0,69.00212,37.600848000000006,25.0,650.0,942.0,2.0,36.0,6.0
102,47688.4,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,62.0,67.0,-0.03875968992248062,1.065774305110798,17.0,72.0403,35.61612,17.0,858.0,1191.0,2.0,11.0,6.0
103,48150.2,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,79.0,72.0,0.046357615894039736,1.2484121769601402,23.0,73.96257,38.785028000000004,23.0,909.0,1229.0,2.0,19.0,6.0
104,48612.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,38.0,44.0,-0.07317073170731707,0.677276390008058,18.0,71.14094,35.656376,18.0,530.0,745.0,2.0,10.0,6.0
105,49073.8,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,69.0,17.0,0.6046511627906976,0.7143133088661388,28.0,78.33904,42.535616000000005,28.0,915.0,1168.0,2.0,4.0,7.0
106,49535.6,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,27.0,27.0,0.0,0.4462809917355372,26.0,77.46711,41.386844,26.0,471.0,608.0,2.0,4.0,6.0
107,49997.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,46.0,67.0,-0.18584070796460178,0.9324521688330656,20.0,75.0792,38.03168,20.0,711.0,947.0,2.0,7.0,6.0
108,50459.2,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,20.0,11.0,0.2903225806451613,0.2568145376803848,22.0,72.2408,37.69632,22.0,216.0,299.0,2.0,5.0,7.0
109,50921.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,11.0,6.0,0.29411764705882354,0.14083820662768032,21.0,74.35294,38.141176,21.0,316.0,425.0,2.0,2.0,6.0
110,51382.8,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,48.0,76.0,-0.22580645161290322,1.0228845130388504,32.0,77.90602,43.962408,32.0,945.0,1213.0,2.0,3.0,6.0
111,51844.6,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,108.0,21.0,0.6744186046511628,1.072091225357557,23.0,78.23529,40.494116000000005,23.0,931.0,1190.0,2.0,0.0,6.0
112,52306.4,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,47.0,23.0,0.34285714285714286,0.5801562869997632,18.0,75.34685,37.33874,18.0,706.0,937.0,2.0,8.0,6.0
113,52768.2,https://insights.blackcoffer.com/continued-demand-for-sustainability/,54.0,18.0,0.5,0.5975103734439834,26.0,81.29496,42.917984000000004,26.0,452.0,556.0,2.0,2.0,7.0
